# Volume [mL],Pressure [Bar]
2.379285602416666201e+00,1.134324270000000290e+01
2.379252269083333093e+00,1.141356915000000072e+01
2.379218935749999986e+00,1.144942185000000201e+01
2.379185602416666434e+00,1.148389560000000031e+01
2.379152269083333326e+00,1.137771644999999943e+01
2.379118935750000219e+00,1.139977965000000104e+01
2.379085602416666223e+00,1.142735865000000217e+01
2.379052269083333115e+00,1.136392694999999975e+01
2.379018935749999564e+00,1.142046390000000144e+01
2.378985602416666456e+00,1.138599015000000136e+01
2.378952269083333348e+00,1.140667440000000177e+01
2.378918935749999797e+00,1.138599015000000136e+01
2.378885602416666689e+00,1.134324270000000290e+01
2.378852269083333582e+00,1.141356915000000072e+01
2.378818935749999586e+00,1.144252710000000128e+01
2.378785602416666478e+00,1.141356915000000072e+01
2.378752269083332926e+00,1.142046390000000144e+01
2.378718935749999819e+00,1.135013745000000007e+01
2.378685602416666711e+00,1.144942185000000201e+01
2.378652269083333159e+00,1.135013745000000007e+01
2.378618935750000052e+00,1.139977965000000104e+01
2.378585602416666944e+00,1.137771644999999943e+01
2.378552269083332948e+00,1.133634795000000040e+01
2.378518935749999841e+00,1.141356915000000072e+01
2.378485602416666289e+00,1.142735865000000217e+01
2.378452269083333181e+00,1.135013745000000007e+01
2.378418935750000074e+00,1.135703220000000258e+01
2.378385602416666522e+00,1.136392694999999975e+01
2.378352269083333415e+00,1.145631660000000096e+01
2.378318935749999419e+00,1.144252710000000128e+01
2.378285602416666311e+00,1.138599015000000136e+01
2.378252269083333204e+00,1.139977965000000104e+01
2.378218935749999652e+00,1.139288490000000209e+01
2.378185602416666544e+00,1.144942185000000201e+01
2.378152269083333437e+00,1.132945319999999967e+01
2.378118935749999885e+00,1.139977965000000104e+01
2.378085602416666777e+00,1.131428475000000056e+01
2.378052269083332781e+00,1.143425340000000112e+01
2.378018935749999674e+00,1.139977965000000104e+01
2.377985602416666566e+00,1.133634795000000040e+01
2.377952269083333015e+00,1.135013745000000007e+01
2.377918935749999907e+00,1.143425340000000112e+01
2.377885602416666799e+00,1.144942185000000201e+01
2.377852269083333248e+00,1.138599015000000136e+01
2.377818935750000140e+00,1.142735865000000217e+01
2.377785602416666144e+00,1.135703220000000258e+01
2.377752269083333037e+00,1.135013745000000007e+01
2.377718935749999929e+00,1.139288490000000209e+01
2.377685602416666377e+00,1.140667440000000177e+01
2.377652269083333270e+00,1.140667440000000177e+01
2.377618935750000162e+00,1.134324270000000290e+01
2.377585602416666610e+00,1.144942185000000201e+01
2.377552269083333059e+00,1.135703220000000258e+01
2.377518935749999507e+00,1.132117950000000128e+01
2.377485602416666399e+00,1.134324270000000290e+01
2.377452269083333292e+00,1.130738999999999983e+01
2.377418935749999740e+00,1.135703220000000258e+01
