# Volume (mL), Pressure (Bar)
1.792143008333333190e-02,4.550545999999999931e-03
1.795476341666666503e-02,2.482116000000000357e-03
1.798809674999999816e-02,2.482116000000000357e-03
1.802143008333333130e-02,4.550545999999999931e-03
1.805476341666666443e-02,2.482116000000000357e-03
1.808809674999999756e-02,4.550545999999999931e-03
1.812143008333333416e-02,2.482116000000000357e-03
1.815476341666666382e-02,2.482116000000000357e-03
1.818809675000000042e-02,4.136860000000000775e-04
1.822143008333333009e-02,2.482116000000000357e-03
1.825476341666666669e-02,-1.654744000000000310e-03
1.828809674999999982e-02,1.116952200000000117e-02
1.832143008333333295e-02,6.618976000000001240e-03
1.835476341666666608e-02,2.482116000000000357e-03
1.838809674999999921e-02,4.550545999999999931e-03
1.842143008333333234e-02,2.482116000000000357e-03
1.845476341666666548e-02,4.550545999999999931e-03
1.848809674999999861e-02,4.136860000000000775e-04
1.852143008333333174e-02,4.550545999999999931e-03
1.855476341666666487e-02,2.482116000000000357e-03
1.858809674999999800e-02,2.482116000000000357e-03
1.862143008333333113e-02,4.550545999999999931e-03
1.865476341666666427e-02,4.550545999999999931e-03
1.868809675000000087e-02,4.550545999999999931e-03
1.872143008333333053e-02,4.550545999999999931e-03
1.875476341666666713e-02,2.482116000000000357e-03
1.878809674999999679e-02,1.116952200000000117e-02
1.882143008333333339e-02,4.550545999999999931e-03
